Generation,Individual,WalkingTime,ExposureTime
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,213,7074,W->J->T->V->Y->Z->A->Q->M->R->F->N->D->U->E->H->G->B->L->K->C->X->S->O->I->P,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,205,7368,E->D->U->H->S->R->C->B->P->T->V->I->L->G->K->Z->M->Y->X->O->N->A->F->W->Q->J,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,189,7332,F->B->P->K->V->Z->A->N->E->O->I->C->L->H->M->Y->U->J->D->Q->W->S->R->T->X->G,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,219,7532,K->E->O->J->U->I->D->C->N->X->S->Z->W->R->Q->M->B->H->V->Y->G->L->F->T->A->P,V2H
0,201,7522,V->R->A->D->S->E->J->Y->M->C->P->B->F->O->N->U->G->L->Q->I->K->H->X->Z->W->T,ZgZg
0,201,7522,V->R->A->D->S->E->J->Y->M->C->P->B->F->O->N->U->G->L->Q->I->K->H->X->Z->W->T,ZgZg
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6830,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->S->Y->F->H->K->Z->N,V2H
0,215,6700,L->D->O->J->R->A->W->E->T->B->P->V->M->G->Q->I->C->X->U->N->S->Y->F->H->K->Z,V2H
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,197,6720,J->W->F->Q->N->K->V->G->D->O->X->P->T->U->H->A->I->B->R->Y->E->M->Z->L->C->S,H2V
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
0,189,6680,Z->J->U->K->A->E->X->T->Y->W->Q->M->N->C->L->B->G->O->R->I->V->D->F->H->P->S,ZgZg
